,tags,changeset,lon,version,id,timestamp,lat,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,url,website,amenity,building,drinking_water,fountain,gambling,internet_access,office,source,start_date,wikipedia,geometry,osm_type,addr:housename,addr:place,building:levels,landuse
306,,0.0,12.895488,1,4546946960,1481308873,41.838852,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.895487785339355 41.83885192871094),node,,,,
307,"{""club"":""sport"",""leisure"":""fitness_centre"",""shop"":""outdoor""}",0.0,11.817561,5,4589500668,1531048632,42.073532,,,,00053,Piazzale Cinciari,,Palestra Ricucci ASD Cestistica Civitavecchia,,,,,,community_centre,,,,,,,note 830790,,,POINT (11.817561149597168 42.07353210449219),node,,,,
308,"{""entrance"":""yes"",""phone:mobile"":""+39 339 6655142""}",0.0,12.473418,2,4593937395,1504679916,41.910545,Roma,,2,00196,Via Maria Cristina,,Raspoutine Rome,,,,,,nightclub,,,,,,,,,,POINT (12.473418235778809 41.910545349121094),node,,,,
309,,0.0,12.442172,3,4598483005,1534710310,41.97338,Roma,,175,00189,Via di Grottarossa,,Studio7 Roma,,,+39 06 3326 3215,,studio7roma.it,nightclub,,,,,,,,,,POINT (12.442172050476074 41.97338104248047),node,,,,
310,"{""description"":""Accanto Porta Furba si trova la fontana di Clemente XII. Inizialmente realizzata da papa Sisto V insieme all'acquedotto Felice (1585); restaurata ed ampliata nel 1733, forse ad opera di Luigi Vanvitelli, da Clemente XII."",""wikidata"":""Q3908713""}",0.0,12.542013,5,4608203234,1527453039,41.86684,,,,00181,Via del Mandrione,,Fontana di Clemente XII,,,,,,fountain,,,,,,,,,it:Porta Furba,POINT (12.542013168334961 41.86684036254883),node,,,,
311,,0.0,12.472732,2,4609745956,1553680015,41.885136,Roma,,3,00153,Via Jacopa de' Settesoli,,Teatro Trastevere,,,+39 06 5814004,,https://www.teatrotrastevere.it/,theatre,,,,,,,,,,POINT (12.472731590270996 41.885135650634766),node,,,,
312,,0.0,12.882588,1,4629116105,1485267553,41.78814,,,,,,,Centro sociale anziani di Labico,,,,,,community_centre,,,,,,,,,,POINT (12.882588386535645 41.78813934326172),node,,,,
313,,0.0,12.451453,1,4632182823,1485354653,41.87064,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.45145320892334 41.87063980102539),node,,,,
314,"{""entrance"":""yes""}",0.0,12.514744,2,4644044267,1485776290,41.926422,,,31,,Via Massaciuccoli,,Multisala Lux,,,+39 06 86391361,,,cinema,,,,,,,,,,POINT (12.51474380493164 41.926422119140625),node,,,,
315,,0.0,12.52881,1,4659895858,1486136364,41.89115,,,,,,,Teatrosala vignoli,,,,,,theatre,,,,,,,,,,POINT (12.528809547424316 41.891151428222656),node,,,,
316,"{""smoking"":""yes""}",0.0,12.530243,1,4659895863,1486136364,41.890633,,,,,,,Fanfulla,,,,,,community_centre,,,,,,,,,,POINT (12.530242919921875 41.89063262939453),node,,,,
317,,0.0,12.534408,3,4660196066,1628007368,41.8919,Roma,,13,00176,Via Alberto da Giussano,,Teatro Hamlet,,,,,,theatre,,,,,,,,,,POINT (12.534407615661621 41.89189910888672),node,,,,
318,"{""name:en"":""Nogu Theatre""}",0.0,12.454855,3,4677217989,1493209901,41.861248,Roma,,40,00149,Via Gaetano Rappini,,Nogu Teatro,,,,,,theatre,,,,,,,,,,POINT (12.454854965209961 41.86124801635742),node,,,,
319,"{""studio"":""radio""}",0.0,12.540505,1,4685629403,1487095398,41.936905,Roma,,13,00141,Via Levanna,,Radio BPS Popolare Network,,,,,,studio,,,,,,,,,,POINT (12.540505409240723 41.93690490722656),node,,,,
320,,0.0,12.666392,1,4689579536,1487283645,41.78557,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.66639232635498 41.78556823730469),node,,,,
321,,0.0,12.544526,2,4693686855,1586110860,41.871243,,,146,,Via degli Angeli,,Arca Dancing,,,+39 06 2430 0964,,arcadancing.com,nightclub,,,,,,,,,,POINT (12.544526100158691 41.87124252319336),node,,,,
322,,0.0,12.3991165,2,4695177460,1607468747,42.20487,Mazzano Romano,,,00060,,,Teatro Comunale,,,,,,theatre,,,,,,,,,,POINT (12.399116516113281 42.20486831665039),node,,,,
323,"{""level"":""0""}",0.0,12.399488,4,4697111232,1607468747,42.204956,Mazzano Romano,,,00060,,,Centro Sociale,,,,,,community_centre,,,,,,,,,,POINT (12.39948844909668 42.2049560546875),node,,,,
324,"{""artist_name"":""Igor Mitoraj"",""artwork_type"":""sculpture"",""image"":""File:Fountain Dea Roma, Piazza Monte Grappa, Roma, Italia Mar 28, 2021 02-14-55 PM.jpeg"",""material"":""travertine"",""tourism"":""artwork""}",0.0,12.469377,6,4699039095,1616960163,41.918583,,,,,,,Dea Roma,,,,https://luoghidelcontemporaneo.beniculturali.it/dea-roma,http://www.sovraintendenzaroma.it/content/igor-mitoraj-dea-roma,fountain,,no,decorative,,,,,2003,,POINT (12.469376564025879 41.918582916259766),node,,,,
325,,0.0,12.46508,2,4704278419,1518529374,41.873627,,,10,,Circonvallazione Gianicolense,,Teatro Verde,,,,,,theatre,,,,,,,,,,POINT (12.465080261230469 41.873626708984375),node,,,,
326,,0.0,12.617273,1,4704917630,1488017812,41.830315,,,,,,,Residenza per anziani,,,,,,community_centre,,,,,,,,,,POINT (12.617273330688477 41.83031463623047),node,,,,
327,"{""amenity_1"":""drinking_water""}",0.0,12.983054,1,4710491143,1488310463,41.882675,,,,,,,Tre Fontane,,,,,,fountain,,,,,,,,,,POINT (12.983054161071777 41.88267517089844),node,,,,
328,,0.0,12.499075,2,4711591748,1488376604,41.828526,,,,,,,Cooperativa sociale agricola Giuseppe Garibaldi,,,,,,community_centre,,,,,,,,,,POINT (12.499074935913086 41.82852554321289),node,,,,
329,,0.0,12.481724,4,4711620948,1599112279,41.90308,Roma,,50,00187,Via della Mercede,,Teatro Sala Umberto,,,06 80687234,,www.salaumberto.com,theatre,,,,,,,,,it:Teatro Sala Umberto,POINT (12.48172378540039 41.903079986572266),node,,,,
330,,0.0,12.482191,3,4711620951,1599112108,41.901592,Roma,,22,00187,Via del Mortaro,,Teatro de' Servi,,,06 6780506,,http://www.teatroservi.it/,theatre,,,,,,,,,,POINT (12.48219108581543 41.90159225463867),node,,,,
331,,0.0,12.495488,2,4719358550,1637145436,41.881317,,,,,,,Aranciera di San Sisto,,,,,,events_venue,,,,,,,,,,POINT (12.495488166809082 41.881317138671875),node,,,,
332,,0.0,12.481489,1,4724460906,1488995272,41.8935,,,,,,,Teatro della Cometa,,,,,,theatre,,,,,,,,,,POINT (12.481489181518555 41.89350128173828),node,,,,
333,"{""studio"":""video"",""wikidata"":""Q3982319""}",0.0,12.463615,4,4724462530,1612545404,41.917652,,,,,,,Rai - Teatro delle Vittorie,,Rai - Radiotelevisione Italiana S.p.A.,,,,studio,,,,,,,,,it:Teatro delle Vittorie,POINT (12.463615417480469 41.91765213012695),node,,,,
334,,0.0,12.484397,3,4724463805,1600829359,41.903404,Roma,,37,00187,Vicolo dei Due Macelli,,Teatro Due Roma,,,,,https://www.teatrodueroma.it/,theatre,,,,,,,,,,POINT (12.484396934509277 41.903404235839844),node,,,,
335,,0.0,12.479115,1,4724475584,1488995366,41.87441,,,,,,,Teatro dei Conciatori,,,,,,theatre,,,,,,,,,,POINT (12.479114532470703 41.87440872192383),node,,,,
336,,0.0,12.489247,2,4724480196,1496762627,41.899914,,,,,,,Teatro dei Dioscuri al Quirinale,,,,,,theatre,,,,,,,,,,POINT (12.48924732208252 41.8999137878418),node,,,,
337,,0.0,12.431048,1,4724489204,1488995798,41.808006,,,,,,,Teatro del Torrino,,,,,,theatre,,,,,,,,,,POINT (12.431048393249512 41.808006286621094),node,,,,
338,,0.0,12.475427,1,4724492648,1488995863,41.911972,,,,,,,T. D. S. Teatro del Sole Srl,,,,,,cinema,,,,,,,,,,POINT (12.47542667388916 41.91197204589844),node,,,,
339,,0.0,12.51548,1,4724494945,1488995949,41.928337,,,,,,,Teatro del Sogno,,,,,,theatre,,,,,,,,,,POINT (12.515480041503906 41.92833709716797),node,,,,
340,"{""name:it"":""Babuino"",""name:ru"":""\u0411\u0430\u0431\u0443\u0438\u043D\u043E"",""wikidata"":""Q1085738""}",0.0,12.479685,2,4758761431,1521840950,41.907764,,,,,,,Babuino,,,,,,fountain,,,,,,,,,,POINT (12.479684829711914 41.90776443481445),node,,,,
341,,0.0,12.491478,1,4782663086,1491645749,41.912533,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.491477966308594 41.912532806396484),node,,,,
342,"{""music"":""live""}",0.0,12.515554,2,4805767873,1621937281,41.89458,Roma,,22/b,00185,Via dei Lucani,locanda@locandatlantide.it,Locanda Atlantide,,,,,http://www.facebook.com/locanda.atlantide,events_venue,,,,,,,,,,POINT (12.515554428100586 41.89458084106445),node,,,,
343,,0.0,12.689048,1,4815502610,1493123697,41.709755,,,,,,,Teatro Comunale Genzano di Roma,,,,,,theatre,,,,,,,,,,POINT (12.689047813415527 41.709754943847656),node,,,,
344,,0.0,12.503953,2,4824560497,1518613505,41.83554,,,250,,Via Tazio Nuvolari,,"Centro Sociale Anziani ""Granai di Nerva""",,,,,,community_centre,,,,,,,,,,POINT (12.503952980041504 41.835540771484375),node,,,,
345,,0.0,13.106595,1,4839938429,1494166564,41.589214,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (13.106595039367676 41.58921432495117),node,,,,
346,"{""studio"":""television""}",0.0,12.619618,1,4879304676,1495833347,41.938457,Roma,,1361,,Via Tiburtina,,Mediaset - Centro Produzione TV,,,,,,studio,,,,,,,,,,POINT (12.61961841583252 41.93845748901367),node,,,,
347,,0.0,12.543856,1,4907172017,1497082019,41.9052,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.543855667114258 41.90520095825195),node,,,,
348,"{""capacity"":""2"",""wikidata"":""Q3747378""}",0.0,12.504788,4,4928628771,1637061748,41.886868,,,,,,,Fontana dell'obelisco Lateranense,,,,,,fountain,,yes,,,,,,1607,it:Fontana dell'obelisco Lateranense,POINT (12.504788398742676 41.88686752319336),node,,,,
349,,0.0,12.592861,1,4946951452,1498998945,41.849304,,,,,,,,,,,,,theatre,,,,,,,,,,POINT (12.59286117553711 41.84930419921875),node,,,,
350,,0.0,12.50367,4,4978244266,1575630912,42.150887,Morlupo,,58,00067,Via del Mattatoio,,Teatro Aldo Fabrizi,,,+39 06 6930 3742,,http://teatroaldofabrizi.it,theatre,,,,,,,,,,POINT (12.503669738769531 42.15088653564453),node,,,,
351,,0.0,12.507091,1,4980587025,1500496920,42.143738,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.50709056854248 42.14373779296875),node,,,,
352,,0.0,12.506809,1,4980587036,1500496920,42.14389,,,,,,,,,,,,,public_bookcase,,,,,,,,,,POINT (12.50680923461914 42.143890380859375),node,,,,
353,"{""name:en"":""Akab Club"",""name:it"":""Akab Club""}",0.0,12.476515,4,4984834225,1515236228,41.87546,Roma,,69,00153,Via di Monte Testaccio,,Akab Club,,,,,,nightclub,,,,,,,,,,POINT (12.47651481628418 41.87546157836914),node,,,,
354,"{""name:es"":""Valmontone""}",0.0,12.917297,2,5015646021,1566558015,41.776825,,,,,,,Valmontone,,,,,,theatre,,,,,,,,,,POINT (12.91729736328125 41.776824951171875),node,,,,
355,,0.0,12.672812,1,5032951372,1502651140,42.12514,Montelibretti,,,,Via dei Pini,,,,,,,,fountain,,,,,,,,,,POINT (12.672812461853027 42.12514114379883),node,,,,
356,,0.0,12.915077,1,5074985327,1504341169,41.77594,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.915077209472656 41.77593994140625),node,,,,
357,"{""name:it"":""Fontana di Proserpina""}",0.0,12.794944,1,5092104231,1504973026,41.962494,,,,,,,Fontana di Proserpina,,,,,,fountain,,,,,,,,,,POINT (12.794943809509277 41.962493896484375),node,,,,
358,"{""name:it"":""Fontana di Romero""}",0.0,12.795006,1,5092106864,1504973027,41.962395,,,,,,,Fontana di Romero,,,,,,fountain,,,,,,,,,,POINT (12.795005798339844 41.96239471435547),node,,,,
359,"{""name:it"":""Fontana di Flora""}",0.0,12.795146,1,5092122621,1504973027,41.96231,,,,,,,Fontana di Flora,,,,,,fountain,,,,,,,,,,POINT (12.795145988464355 41.962310791015625),node,,,,
360,,0.0,12.455116,1,5124293338,1506170898,41.888412,,,,,,,,,,,,,theatre,,,,,,,,,,POINT (12.455116271972656 41.88841247558594),node,,,,
361,"{""club"":""scout"",""community_centre"":""scout_centre"",""community_centre:for"":""athlete;senior""}",0.0,12.458966,2,5145152867,1509108360,41.833866,,,,,,,,,,,,,community_centre,,,,,,,,,,POINT (12.458966255187988 41.833866119384766),node,,,,
362,"{""wikidata"":""Q3747317""}",0.0,12.497761,2,5157946203,1582282409,41.88722,,,,,,,Fontana Celimontana,,,,,,fountain,,,,,,,,,it:Fontana Celimontana,POINT (12.497760772705078 41.8872184753418),node,,,,
363,"{""alt_name"":""Associazione Radioamatori Italiani, sezione di Frascati IQ0FR"",""club"":""amateur_radio""}",0.0,12.678942,1,5206185312,1509620829,41.80741,Frascati,IT,,,Via Tre Cannelle,,ARI Frascati,,Associazione Radioamatori Italiani,,,http://www.frascati.it/,community_centre,yes,,,,,association,,,,POINT (12.67894172668457 41.807411193847656),node,,,,
364,,0.0,12.934259,1,5208385143,1509716798,41.899414,,,,,,,Fontanile,,,,,,fountain,,,,,,,,,,POINT (12.934259414672852 41.8994140625),node,,,,
365,,0.0,12.7904215,1,5213800827,1509957456,42.041187,,,,,,,Fonte della Vazzolina,,,,,,fountain,,,,,,,,,,POINT (12.790421485900879 42.04118728637695),node,,,,
366,,0.0,12.797977,1,5213853129,1509959090,42.0109,,,,,,,Fonte Manfrella,,,,,,fountain,,,,,,,,,,POINT (12.797977447509766 42.01089859008789),node,,,,
367,"{""fax"":""+39 06 48 47 09""}",0.0,12.499978,2,5245720404,1525081535,41.89483,Roma,,7,00184,Viale del Monte Oppio,info@fotobellocchio.it,Saloni di Palazzo Brancaccio,,,+39 06 48 73 177,,https://www.palazzobrancaccio.com,events_venue,,,,,,,,,,POINT (12.499978065490723 41.89482879638672),node,,,,
368,,0.0,12.476005,3,5246083914,1560538074,41.876827,,,42,,Via Nicola Zabaglia,,Amici Del Teatro Di Documenti,,,+39 06 5744034,,http://teatrodidocumenti.it,theatre,,,,,,,,,,POINT (12.476004600524902 41.876827239990234),node,,,,
369,,0.0,12.47443,3,5247115784,1560538074,41.87536,,,34,,Via di Monte Testaccio,,L'Alibi,We 00:00-04:00; Fr-Sa 00:00-04:00,,+39 06 574 3448,,http://lalibi.it,nightclub,,,,,,,,,,POINT (12.474430084228516 41.87535858154297),node,,,,
370,,0.0,12.402107,2,5251890383,1530711211,41.910652,Roma,,49,,Via Beverino,,FORO 753,,,,,,community_centre,,,,,,,,,,POINT (12.402107238769531 41.91065216064453),node,,,,
371,,0.0,12.6532,1,5253074054,1511908584,41.741425,,,,,,,,,,,,,fountain,,,,,,,survey,,,POINT (12.653200149536133 41.741424560546875),node,,,,
372,,0.0,12.523099,1,5258505705,1512165914,41.871666,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.523098945617676 41.871665954589844),node,,,,
373,,0.0,12.522894,1,5258505921,1512165914,41.87198,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.522893905639648 41.871978759765625),node,,,,
374,,0.0,12.523149,1,5258505922,1512165914,41.871613,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.523148536682129 41.871612548828125),node,,,,
375,"{""music"":""live""}",0.0,12.470791,4,5264705021,1611828798,41.89995,Roma,,5,00186,Piazza di Montevecchio,,L’arciliuto,,,,,http://www.arciliuto.it,theatre,,,,,,,,,,POINT (12.47079086303711 41.89994812011719),node,,,,
376,,0.0,12.509147,1,5282780106,1513200340,41.88026,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.509146690368652 41.8802604675293),node,,,,
377,,0.0,12.284467,1,5296453468,1513807957,42.140224,,,,,,,Palladium,,,,,,nightclub,,,,,,,,,,POINT (12.284466743469238 42.14022445678711),node,,,,
378,,0.0,12.484141,1,5296480913,1513809096,41.909637,,,33,,Viale del Galoppatoio,,Art Cafè,Fr-Sa 23:00-06:00,,340 620 7432,,,nightclub,,,,,,,,,,POINT (12.48414134979248 41.909637451171875),node,,,,
379,"{""wikidata"":""Q3905504""}",0.0,12.501198,5,5297868390,1586069824,41.91891,Roma,,9,00198,Via Tagliamento,,Piper Club,Fr-Sa 20:00-05:00,,+39 06 855 5398,,https://piperclub.it/,nightclub,,,,,,,,,,POINT (12.501197814941406 41.91891098022461),node,,,,
380,,0.0,12.452306,2,5297884193,1586110860,41.934048,,,8,,Piazzale dello Stadio Olimpico,,Il Bosco delle Fragole,,,+39 06 323 6086,,ilboscodellefragole.it,nightclub,,,,,,,,,,POINT (12.452305793762207 41.93404769897461),node,,,,
381,,0.0,12.452063,2,5297884194,1586110860,41.933697,,,5,,Piazzale dello Stadio Olimpico,,Chalet nel Bosco,,,+39 06 323 6086,,chaletnelbosco.it,nightclub,,,,,,,,,,POINT (12.452062606811523 41.93369674682617),node,,,,
382,,0.0,12.470068,2,5297890588,1553363485,41.835167,,,50/52,,Viale della Civiltà del Lavoro,,Project Roma,,,333 181 8498,,https://projectroma.it/,nightclub,,,,,,,,,,POINT (12.470067977905273 41.835166931152344),node,,,,
383,"{""phone:mobile"":""+39 329 363 6421""}",0.0,12.485551,3,5297903141,1640937356,41.87605,,,119,,Viale di Porta Ardeatina,,Too Club,,,,,https://tooclub.it/,nightclub,,,,,,,,,,POINT (12.485550880432129 41.87604904174805),node,,,,
384,,0.0,12.4279175,1,5298103595,1513881549,41.93418,,,,,,,Auditorium,,,,,,theatre,,,,,,,,,,POINT (12.42791748046875 41.934181213378906),node,,,,
385,,0.0,12.4729,1,5298545017,1513902050,41.833607,,,9,,Piazza Guglielmo Marconi,,EXE ROMA,,,327 639 8956,,exe.discotecadiroma.it,nightclub,,,,,,,,,,POINT (12.472900390625 41.8336067199707),node,,,,
386,,0.0,12.470663,2,5298550733,1553363486,41.834606,,,31,,Piazza Guglielmo Marconi,,Room 26,,,333 428 9202,,https://www.room26.it/,nightclub,,,,,,,,,,POINT (12.470663070678711 41.8346061706543),node,,,,
387,,0.0,12.480786,2,5298561394,1586110860,41.86375,,,13,,Via Giuseppe Libetta,,Cluster Club,,,+39 06 578 1260,,clusterclub.it,nightclub,,,,,,,,,,POINT (12.480786323547363 41.86375045776367),node,,,,
388,,0.0,12.481001,2,5298561395,1553365000,41.864586,,,1,,Via Giuseppe Libetta,,Circolo Degli Illuminati,,,327 761 5286,,https://circolodegliilluminati.it/,nightclub,,,,,,,,,,POINT (12.481000900268555 41.864585876464844),node,,,,
389,"{""name:en"":""Rashomon Club"",""name:it"":""Rashomon Club""}",0.0,12.481205,2,5298561396,1553365001,41.864647,,,16,,Via degli Argonauti,,Rashõmon Club,,,391 730 7386,,https://www.rashomonclub.com/,nightclub,,,,,,,,,,POINT (12.481204986572266 41.864646911621094),node,,,,
390,,0.0,12.481371,1,5298561397,1513903152,41.86476,,,18,,Via degli Argonauti,,Neo Club Roma,,,338 949 2526,,piovra.it,nightclub,,,,,,,,,,POINT (12.48137092590332 41.86476135253906),node,,,,
391,,0.0,12.455016,4,5308636227,1580695679,41.85263,,,,,,,Chiocciola di pietra,,,,,,fountain,,,,,,,,,,POINT (12.455016136169434 41.852630615234375),node,,,,
392,"{""name:en"":""Winter Ice Rink""}",0.0,11.792334,2,5327517121,1515421563,42.089355,,,,,,,Pattinaggio su Ghiaccio Invernale,Mo-Sa 15:00-00:00; Su 10:00-00:00,,,,,community_centre,,,,,,,,,,POINT (11.792333602905273 42.08935546875),node,,,,
393,,0.0,12.469732,2,5381094382,1586110860,41.834534,,,26/b,,Piazza Guglielmo Marconi,,Spazio Novecento,,,+39 06 5422 1107,,spazionovecento.it,nightclub,,,,,,,,,,POINT (12.469732284545898 41.83453369140625),node,,,,
394,"{""tourism"":""attraction"",""wikidata"":""Q76974269""}",0.0,12.491917,2,5383183094,1586069324,41.910465,,,,,,,Font Ludovisi,,,,,,fountain,,,,,,,,,,POINT (12.49191665649414 41.910465240478516),node,,,,
395,,0.0,12.794533,1,5412906147,1518634964,41.963448,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.794532775878906 41.96344757080078),node,,,,
396,,0.0,12.794635,1,5412906148,1518634964,41.96335,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.794634819030762 41.963348388671875),node,,,,
397,"{""fountain:type"":""backed"",""mapillary"":""KAnxwv__gnAitNK9ef_oHA"",""survey:date"":""2017-09-15""}",0.0,12.794656,2,5412906149,1540835505,41.963722,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.794655799865723 41.963722229003906),node,,,,
398,,0.0,12.418052,1,5416668549,1518792912,41.94196,,,,00135,,,Park of kids,,,,,,community_centre,,,,,,,,,,POINT (12.418051719665527 41.941959381103516),node,,,,
399,,0.0,12.46856,2,5440778221,1520007517,41.89565,,,19-20-21,,Via Giulia,info@off-offtheatre.com,Off Off theatre,,,+390689239515,,http://off-offtheatre.com,theatre,,,,,,,,,,POINT (12.468560218811035 41.89564895629883),node,,,,
400,"{""outdoor"":""yes"",""seasonal"":""summer""}",0.0,12.504582,3,5473504103,1617267931,41.894787,,,,,,,,,,,,,cinema,,,,,,,,,,POINT (12.504582405090332 41.8947868347168),node,,,,
401,,0.0,12.176017,2,5486810534,1611611002,42.10063,,,44,,Via Salvatore Negretti,,Multisala Virgilio,,,+39069987996,,https://www.fronteracinemas.com/#virgilio,cinema,,,,,,,,,,POINT (12.176016807556152 42.10063171386719),node,,,,
402,,0.0,12.488384,1,5506236038,1522082477,41.8977,,,,,,,Piccolo Eliseo,,,,,,theatre,,,,,,,,,,POINT (12.488384246826172 41.897701263427734),node,,,,
403,"{""wikidata"":""Q3981968""}",0.0,12.521663,3,5517073850,1613921723,41.883373,Roma,,8,00182,Via Crema,,Teatro Duse,,,+39 06 70305976,,http://www.duseteatro.it/,theatre,,,,,,,,,it:Teatro Duse (Roma),POINT (12.521662712097168 41.88337326049805),node,,,,
404,,0.0,12.522612,2,5551438244,1613921723,41.88355,Roma,,12,00182,Via Crema,,Planet,,,,,,theatre,,,,,,,,,,POINT (12.522611618041992 41.883548736572266),node,,,,
405,,0.0,12.492864,1,5595121345,1525376773,41.91375,,,,,,,,,,,,,fountain,,,,,,,bing,,,POINT (12.492863655090332 41.91374969482422),node,,,,
406,,0.0,12.444718,1,5613248596,1526114777,41.898445,,,22,,Via di Santa Maria Mediatrice,,Teatro Cyrano,,,+39 348 101 2415,,teatrocyrano.net,theatre,,,,,,,,,,POINT (12.444718360900879 41.89844512939453),node,,,,
407,,0.0,12.525533,2,5667884284,1643570123,41.90396,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.525532722473145 41.903961181640625),node,,,,
408,,0.0,12.528208,2,5667884309,1540331389,41.904106,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.528207778930664 41.90410614013672),node,,,,
409,,0.0,12.528416,1,5667884311,1528235625,41.90414,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.52841567993164 41.90414047241211),node,,,,
410,,0.0,12.615335,1,5674901608,1528456163,42.05213,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.615335464477539 42.05213165283203),node,,,,
411,"{""studio"":""radio""}",0.0,12.596391,1,5676060057,1528480539,41.847275,Roma,,103,00173,Via Alessandro Stoppato,,Radio Radio,,,,,,studio,,,,,,,,,,POINT (12.596390724182129 41.84727478027344),node,,,,
412,,0.0,12.6172085,1,5677523359,1528538952,41.97503,,,22,,Via Monte Nero,,Caraibe,,,+39 338 844 0889,,caraibe.it,nightclub,,,,,,,,,,POINT (12.617208480834961 41.97502899169922),node,,,,
413,,0.0,12.573387,1,5677866696,1528551425,41.844925,,,217,,Via delle Capannelle,,Kalimba Club,,,+39 339 397 5662,,kalimba.it,nightclub,,,,,,,,,,POINT (12.573387145996094 41.84492492675781),node,,,,
414,"{""fountain:type"":""isolated"",""mapillary"":""FBcaT-kG5xyGCUvoKQ9eGw"",""survey:date"":""2017-01-14""}",0.0,12.499021,4,5714873078,1537019065,41.9034,,,,,,,,,,,,,fountain,,no,,,,,,,,POINT (12.49902057647705 41.90340042114258),node,,,,
415,,0.0,12.506233,1,5723719914,1530119971,41.884644,Roma,,42,00183,Via Locri,,Lo spazio,,,,,,theatre,,,,,,,,,,POINT (12.506233215332031 41.8846435546875),node,,,,
416,,0.0,12.659966,1,5750227623,1531171120,41.77001,,,54,,Via Giuseppe Garibaldi,,"Auditorium ""Mons. Grassi""",,,,,,theatre,,,,,,,,,,POINT (12.659966468811035 41.77001190185547),node,,,,
417,,0.0,12.658459,1,5757068928,1531421874,41.76943,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.658458709716797 41.76942825317383),node,,,,
418,,0.0,12.448941,1,5793676241,1532862029,41.71214,,,,,,,Trucchi da paura,,,,,,theatre,,,,,,,,,,POINT (12.448941230773926 41.71213912963867),node,,,,
419,,0.0,12.522223,1,5817409053,1533715408,41.876434,,,,,,,Vegas Dream,,,,,,casino,,,,,,,,,,POINT (12.522223472595215 41.876434326171875),node,,,,
420,,0.0,12.480743,2,5825536040,1553364993,41.863533,,,13,,Via Giuseppe Libetta,,Goa Club,,,+39 06 574 8277,,https://goaclub.com/,nightclub,,,,,,,,,,POINT (12.480743408203125 41.86353302001953),node,,,,
421,,0.0,12.658595,2,5831783645,1538661339,41.457066,,,,,,,Fontana di Nettuno,,,,,,fountain,,,,,,,,,,POINT (12.658595085144043 41.45706558227539),node,,,,
422,,0.0,12.468557,1,5831965985,1534243954,41.8403,,,24,,Via delle Tre Fontane,,Fiesta,,,+39 06 8746 3296,,fiesta.it,nightclub,,,,,,,,,,POINT (12.468557357788086 41.840301513671875),node,,,,
423,"{""wikidata"":""Q36672801""}",0.0,12.494807,2,5837622462,1600541432,41.899834,Roma,,51,00184,Via del Viminale,,Teatro Nazionale,,,,,,theatre,,,,,,,,,,POINT (12.494807243347168 41.89983367919922),node,,,,
424,,0.0,12.63047,1,5842208135,1534700263,41.449482,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.630470275878906 41.44948196411133),node,,,,
425,,0.0,12.478896,1,5842514642,1534714421,41.88406,,,,,,,,,,,,,fountain,,,,,,,,,,POINT (12.478896141052246 41.88405990600586),node,,,,
426,,0.0,12.449538,2,5853414962,1595430201,41.86255,,,,,,,Croce Rossa Italiana - Sala Solferino,,,,,,events_venue,,,,,,,,,,POINT (12.449538230895996 41.862548828125),node,,,,
427,,0.0,12.562032,1,5878168915,1535968550,41.52994,,,,,,,,,,,,,theatre,,,,,,,,,,POINT (12.562031745910645 41.52994155883789),node,,,,
428,,0.0,12.37021,1,5902210387,1536770322,41.92426,,,,,,,,,,,,,nightclub,,,,,,,,,,POINT (12.370209693908691 41.924259185791016),node,,,,
429,,0.0,12.379976,2,6017661158,1543301467,41.883167,Roma,,1051,00166,Via Aurelia,,Studio 1051,Tu 08:30-03:30; Fr-Su 08:30-03:30,,+39 339 892 4770,,,nightclub,,,,,,,,,,POINT (12.379976272583008 41.8831672668457),node,,,,
430,"{""name:it"":""Time Elevator""}",0.0,12.482186,2,6023597888,1572653369,41.8984,,,20,00187,Via dei Santi Apostoli,,Time Elevator,,,,,,cinema,,,,,,,,,,POINT (12.482186317443848 41.898399353027344),node,,,,
431,,0.0,12.5439005,1,6058890385,1542150573,41.878723,,,6,,Via Carlo della Rocca,,Teatro Studio Uno,,,,,,theatre,,,,,,,,,,POINT (12.543900489807129 41.87872314453125),node,,,,
