,changeset,lon,id,timestamp,lat,tags,version,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,email,name,opening_hours,operator,phone,website,amenity,drinking_water,office,source,start_date,wikipedia,geometry,osm_type,building,building:levels,fountain,internet_access
130,0.0,11.277712,5109384933,1505570658,44.474125,,1,,,,,,,Le Dade,,,,,community_centre,,,,,,POINT (11.277711868286133 44.474124908447266),node,,,,
131,0.0,11.277411,5109428821,1505570527,44.474277,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.277411460876465 44.47427749633789),node,,,,
132,0.0,11.36216,5226496676,1627837100,44.490494,,2,,,,,,,,,,,,fountain,,,,,,POINT (11.362159729003906 44.49049377441406),node,,,,
133,0.0,11.4044075,5243023002,1612881655,44.699974,"{""description"":""450 posti""}",2,San Pietro in Casale,,,40018,Via Venti Settembre,cinema@parrocchiasanpietroincasale.it,Cinema Teatro Italia,,,+39 051 818100,http://cinemateatroitalia.altervista.org/,cinema,,,,,,POINT (11.404407501220703 44.699974060058594),node,,,,
134,0.0,11.355799,5266543336,1512503417,44.490185,,1,Bologna,,4,,Via Fondazza,,Roma,,,,https://circuitocinemabologna.it/,cinema,,,,,,POINT (11.355798721313477 44.49018478393555),node,,,,
135,0.0,11.280546,5273462720,1512921077,44.63218,,2,,,,,,,Agorà sala della comunità cine-teatro,,,,,community_centre,,,,,,POINT (11.280546188354492 44.632179260253906),node,,,,
136,0.0,11.71515,5364236620,1524754163,44.35312,"{""old_name"":""Cinema Centrale""}",3,Imola,,210A,40026,Via Emilia,,Sala BCC Città e Cultura,,,,http://www.cinemaincentro.com/Cinema-Centrale-Imola,cinema,,,,,,POINT (11.715149879455566 44.353118896484375),node,,,,
137,0.0,11.064541,5387233069,1517765674,44.330814,,1,,,,,,,sala polivalente pro loco,,,,,community_centre,,,,,,POINT (11.06454086303711 44.330814361572266),node,,,,
138,0.0,11.715051,5414050884,1518691016,44.344578,"{""capacity"":""500""}",2,Imola,,2,40026,Via Fratelli Rosselli,,Sala Convegni Senna,,,,,conference_centre,,,,,,POINT (11.71505069732666 44.34457778930664),node,,,,
139,0.0,11.329326,5501692923,1521917269,44.513916,,2,,,,,,,Spazio Bimbi,,,,,community_centre,,,,,,POINT (11.329325675964355 44.513916015625),node,,,,
140,0.0,11.354445,5552774650,1523723617,44.50003,"{""capacity"":""20""}",1,,,,,,,Piccola biblioteca spontanea,,,,,public_bookcase,,,,,,POINT (11.354445457458496 44.500030517578125),node,,,,
141,0.0,11.24467,5573909621,1572777884,44.394882,,2,,,,,,,Il Giardino Segreto,,,,,community_centre,,,,,,POINT (11.244669914245605 44.39488220214844),node,,,,
142,0.0,11.35312,5600606821,1525630319,44.504616,,1,,,7,40128,Via Emilio Zago,,Freakout Club,Tu-Su 22:00-02:00,,,,nightclub,,,,,,POINT (11.353119850158691 44.504615783691406),node,,,,
143,0.0,11.763552,5659255829,1527966251,44.414093,,1,,,,,,,Cap Creus,,,,,nightclub,,,,,,POINT (11.763551712036133 44.414093017578125),node,,,,
144,0.0,11.100585,5736817560,1530999398,44.46988,,2,,,,,,,"Sala Polivalente ""Sognoveglio""",,,,,theatre,,,,,,POINT (11.100584983825684 44.469879150390625),node,,,,
145,0.0,11.179945,5741343567,1530798139,44.526962,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.17994499206543 44.52696228027344),node,,,,
146,0.0,11.337266,5800912484,1533115003,44.498997,"{""payment:cash"":""yes""}",1,,,,,,,Cineteca - Sala Cervi,,,,http://www.cinetecadibologna.it/cineteca/dovesiamo/l_6,cinema,,,,,,POINT (11.337265968322754 44.49899673461914),node,,,,
147,0.0,11.352163,5849550065,1534957334,44.540398,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.352163314819336 44.54039764404297),node,,,,
148,0.0,11.220533,5901539030,1569233123,44.484703,,3,,,,,,,,,,,,fountain,,,,,,POINT (11.22053337097168 44.484703063964844),node,,,,
149,0.0,11.343221,5951078910,1628512521,44.49423,,2,,,,,,,Cineteca Bologna,,,,,cinema,,,,,,POINT (11.343220710754395 44.49422836303711),node,,,,
150,0.0,11.698738,6138094242,1544820989,44.36777,,1,Imola,,19,40026,Viale Maria Zanotti,,Circolo Pontesanto,,,,,community_centre,,,,,,POINT (11.698738098144531 44.36777114868164),node,,,,
151,0.0,11.443235,6192551840,1546960004,44.60845,,1,,,,,,info@certenotti.eu,Certe Notti,,,+39 051 033 22 25,http://www.certenotti.eu,swingerclub,,,,,,POINT (11.443235397338867 44.60845184326172),node,,,,
152,0.0,11.112688,6195722441,1549348447,44.28253,"{""payment:cash"":""yes"",""payment:coins"":""yes""}",3,Vergato,,5,40038,Via Giuseppe Garibaldi,cinema_nuovo_vergato@libero.it,Nuovo,Sa-Su 20:30-23:00,,,,cinema,,,,,,POINT (11.112688064575195 44.28253173828125),node,,,,
153,0.0,11.69848,6196002252,1547055355,44.35161,"{""alt_name"":""Centro Culturale e Ricreativo Primola""}",1,Imola,,2C,40026,Via Cesare Lippi,,Centro Sociale Ina Casa,,,,,community_centre,,,,,,POINT (11.698479652404785 44.35160827636719),node,,,,
154,0.0,11.149616,6230099737,1548256589,44.72206,,1,,,,,,,,,,,,cinema,,,,,,POINT (11.149616241455078 44.72206115722656),node,,,,
155,0.0,11.682075,6235769474,1548413036,44.342747,,1,Imola,,24,40026,Via Punta,info@tozzona.com,"Centro sociale ""La Tozzona""",,,+39 0542 1905213,http://www.tozzona.com/,community_centre,,,,,,POINT (11.682074546813965 44.34274673461914),node,,,,
156,0.0,11.722062,6236741602,1548441540,44.364594,,1,Imola,,20B,40026,Via Serraglio,,Centro Sociale La Stalla,,,,http://www.cslastalla.it/,community_centre,,,,,,POINT (11.722062110900879 44.364593505859375),node,,,,
157,0.0,11.20616,6269737085,1589027643,44.34247,,7,,,3A,40043,,ariel.marzabotto@gmail.com,ARiEL,,,+39 335 7154245,,community_centre,,,,,,POINT (11.206159591674805 44.34246826171875),node,,,,
158,0.0,11.460021,6313723847,1551825877,44.40264,,4,,,,,,,,,ACS Amici Cagnano Settefonti,,,public_bookcase,,,,,,POINT (11.460021018981934 44.40264129638672),node,,,,
159,0.0,11.619743,6344611495,1552901753,44.298725,,1,,,,,,,,,,,,fountain,no,,,,,POINT (11.619743347167969 44.29872512817383),node,,,,
160,0.0,11.638759,6385446917,1554463594,44.47742,,1,Medicina,,60,40059,Via Libertà,,Sala del Suffragio - Teatro di Medicina,,,,,theatre,,,,,,POINT (11.638758659362793 44.477420806884766),node,,,,
161,0.0,11.682431,6450745672,1557090745,44.34604,,1,Imola,,70,40026,Via Antonio Vivaldi,cinepedagna@gmail.com,Cinema Teatro Pedagna,,,+390542682488,https://www.cinemapedagna.it/,cinema,,,,,,POINT (11.6824312210083 44.346038818359375),node,,,,
162,0.0,11.189876,6516970122,1559508311,44.35974,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.189875602722168 44.3597412109375),node,,,,
163,0.0,11.214492,6723327348,1570257152,44.16985,,3,,,,,,,,,,,,fountain,,,,,,POINT (11.214491844177246 44.16984939575195),node,,,,
164,0.0,11.274144,6860481332,1570541991,44.481884,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.274144172668457 44.48188400268555),node,,,,
165,0.0,11.251902,6877716786,1572777208,44.40488,,3,,,,40037,,,Assiraj Almomir,,,,,community_centre,,,,,,POINT (11.251901626586914 44.40488052368164),node,,,,
166,0.0,11.377384,7141484594,1579371900,44.507507,,1,,,,,,,Covo Club,,,,,nightclub,,,,,,POINT (11.377384185791016 44.50750732421875),node,,,,
167,0.0,11.361,7252348532,1582967640,44.51438,,1,Bologna,,6,40128,Via Alfredo Calzoni,,Kindergarten,,,,https://www.derkindergarten.it/,nightclub,,,,,,POINT (11.361000061035156 44.514381408691406),node,,,,
168,0.0,11.1989765,7618646707,1592088200,44.457558,"{""lit"":""no""}",1,,,,,,,,,,,,fountain,no,,,,,POINT (11.198976516723633 44.457557678222656),node,,,,
169,0.0,11.276038,7632795496,1592492617,44.477962,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.27603816986084 44.477962493896484),node,,,,
170,0.0,11.276013,7657262779,1593208727,44.55846,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.276013374328613 44.5584602355957),node,,,,
171,0.0,11.276222,7657262780,1593208727,44.55874,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.276222229003906 44.558738708496094),node,,,,
172,0.0,11.39567,7787196596,1596626280,44.488083,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.395669937133789 44.48808288574219),node,,,,
173,0.0,11.395069,7787196616,1596626280,44.48835,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.395069122314453 44.48834991455078),node,,,,
174,0.0,11.352923,7849169931,1598519088,44.57044,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.352923393249512 44.570438385009766),node,,,,
175,0.0,11.731791,7876675567,1599254656,44.45828,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.731790542602539 44.45827865600586),node,,,,
176,0.0,11.298189,8642633386,1618816971,44.715744,,1,,,,,,,Palacavicchi,,,,,conference_centre,,,,,,POINT (11.298189163208008 44.71574401855469),node,,,,
177,0.0,11.425483,8726164498,1620848748,44.45264,,1,San Lazzaro di Savena,,5F,40068,Via Palazzetti,,Sicer Srl,,,,http://www.sicersrl.com/,conference_centre,,,,,,POINT (11.425482749938965 44.452640533447266),node,,,,
178,0.0,11.508446,8855155005,1624306414,44.40192,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.508445739746094 44.401920318603516),node,,,,
179,0.0,11.5086155,8855155006,1624306414,44.4019,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.508615493774414 44.40190124511719),node,,,,
180,0.0,11.508775,8855155007,1624306414,44.401882,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.508774757385254 44.40188217163086),node,,,,
181,0.0,11.50894,8855155008,1624306414,44.40185,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.508939743041992 44.401851654052734),node,,,,
182,0.0,11.5088825,8868277422,1624722919,44.401314,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.508882522583008 44.40131378173828),node,,,,
183,0.0,11.446679,9034551661,1629888139,44.549976,,1,Granarolo dell'Emilia,,,40057,Via San Donato,,Il roseto,,,,,community_centre,,,,,,POINT (11.44667911529541 44.54997634887695),node,,,,
184,0.0,11.558967,9081549561,1631348607,44.258766,,1,,,,,,,,,,,,fountain,,,,,,POINT (11.558966636657715 44.258766174316406),node,,,,
185,0.0,11.403862,9323343319,1639041770,44.702435,"{""toilets"":""yes""}",1,San Pietro in Casale,,21,40018, Via Guglielmo Oberdan,, Discoteca Vivi  Le Grotte,,, +39 051 818788,http://www.vividiscoteca.it/,nightclub,,,,,,POINT (11.403861999511719 44.70243453979492),node,,,,
186,0.0,11.40242,9323343617,1639041429,44.707367,,1,San Pietro in Casale,,19,40018,Via Giuseppe Massarenti,,Centro Sociale Anziani Ernesto Faccioli,,,+39 051818351,,community_centre,,,,,,POINT (11.402420043945312 44.707366943359375),node,,,,
187,,,59464887,1507918966,,,3,,,,,,,Cinema teatro Don Fiorentini,,,,,cinema,,,Bing,,,"POLYGON ((11.7105256 44.3610805, 11.710645 44.3610329, 11.7106594 44.3610513, 11.7107611 44.3610107, 11.7106569 44.3608774, 11.7104359 44.3609656, 11.7105256 44.3610805))",way,commercial,,,
188,,,59565471,1558623053,,"{""air_conditioning"":""yes"",""wheelchair"":""limited""}",7,Imola,,16,40026,Via Eugenio Curiel,,Centro Sociale Campanella,,,+39054226777,,social_centre,,,,,,"POLYGON ((11.7253475 44.3529802, 11.7258598 44.3530038, 11.7258569 44.3530387, 11.7259399 44.3530423, 11.7259518 44.3529033, 11.7256685 44.352891, 11.7256644 44.3529281, 11.7253557 44.3529112, 11.7253475 44.3529802))",way,yes,,,wlan
189,,,99498999,1394987465,,,3,,,,,,,Sala Civica,,Municipio,,,community_centre,,,,,,"POLYGON ((11.0044187 44.2784388, 11.0048066 44.2784672, 11.0048145 44.2784117, 11.0049941 44.2784248, 11.0050105 44.2783105, 11.0050663 44.2783146, 11.0050768 44.278241, 11.0048432 44.2782239, 11.0048514 44.2781667, 11.0047035 44.2781559, 11.0046907 44.2782449, 11.0044489 44.2782272, 11.0044187 44.2784388))",way,yes,,,
190,,,119018944,1308989831,,,1,,,,,,,,,,,,nightclub,,,,,,"POLYGON ((11.4153835 44.7001027, 11.4151498 44.6994405, 11.4156017 44.69936, 11.4158354 44.7000221, 11.4153835 44.7001027))",way,,,,
191,,,142647208,1324761004,,"{""alt_name"":""Donky"",""smoking"":""yes""}",1,,,,,,,Don Chisciotte,,,,,nightclub,,,,,,"POLYGON ((11.3663368 44.7640859, 11.3660953 44.7638822, 11.3662886 44.7637667, 11.3665301 44.7639704, 11.3663368 44.7640859))",way,yes,,,
192,,,148714199,1576601369,,,2,Imola,,43,40026,Via Ladello,,Teatro di Balia,,,,,theatre,,,Regione Emilia Romagna,,,"POLYGON ((11.7564651 44.471568, 11.7565421 44.4716908, 11.7566493 44.4716564, 11.7566091 44.4715946, 11.7565712 44.4715339, 11.7565208 44.47155, 11.7564651 44.471568))",way,yes,1,,
193,,,148750364,1328546828,,,3,,,,,,,,,,,,fountain,,,,,,"POLYGON ((11.3401828 44.5095037, 11.3403049 44.5092107, 11.3402461 44.5091886, 11.3401872 44.5091665, 11.3401828 44.5095037))",way,,,,
194,,,148826404,1544390607,,"{""barrier"":""hedge"",""wikidata"":""Q36673969""}",3,,,,,,,Arena Puccini,,,,,cinema,,,,,,"POLYGON ((11.3516852 44.507198, 11.3520626 44.5070876, 11.3518126 44.506653, 11.3514352 44.5067634, 11.3516852 44.507198))",way,,,,
195,,,149135806,1627156900,,,3,Bologna,,,40128,,,Teatro Europa Auditorium (TEA),,,,,theatre,,,Regione Emilia Romagna,,,"POLYGON ((11.3625469 44.5118189, 11.3626413 44.5120078, 11.3626866 44.5120984, 11.3627248 44.5121748, 11.3627743 44.5122739, 11.363267 44.5121486, 11.3632585 44.5121317, 11.36338 44.5121008, 11.3633485 44.512038, 11.3632104 44.5120731, 11.3631944 44.512041, 11.3630794 44.5118112, 11.3630605 44.5117734, 11.363177 44.5117437, 11.3631524 44.5116946, 11.3630605 44.5117179, 11.3630474 44.5116917, 11.3628993 44.5117293, 11.3625469 44.5118189))",way,yes,,,
